,Unnamed: 0,date,umpire,home,away,home_team_runs,away_team_runs,pitches_called,incorrect_calls,expected_incorrect_calls,correct_calls,expected_correct_calls,correct_calls_above_expected,accuracy,expected_accuracy,accuracy_above_expected,consistency,favor_home,total_run_impact,expected_consistency,expected_consistency,games_umpired,experience
601,601,7/19/2023,Edwin Moscoso,BAL,LAD,8,5,137,4,9.3,133,127.7,5.3,97.1,93.2,3.9,94.2,0.12,0.42,94.27878787878788,94.27878787878787,33,Rookie
602,602,7/15/2023,Edwin Moscoso,KC,TB,1,6,140,6,7.6,134,132.4,1.6,95.7,94.6,1.1,94.3,-0.31,0.49,94.27878787878788,94.27878787878787,33,Rookie
603,603,7/9/2023,Edwin Moscoso,MIA,PHI,7,3,118,4,8.4,114,109.6,4.4,96.6,92.9,3.7,93.2,-0.01,0.33,94.27878787878788,94.27878787878787,33,Rookie
604,604,7/6/2023,Edwin Moscoso,CWS,TOR,2,6,157,12,7.6,145,149.4,-4.4,92.4,95.2,-2.8,93.6,-0.68,1.54,94.27878787878788,94.27878787878787,33,Rookie
605,605,7/2/2023,Edwin Moscoso,SEA,TB,7,6,139,5,8.7,134,130.3,3.7,96.4,93.7,2.7,96.4,0.33,0.47,94.27878787878788,94.27878787878787,33,Rookie
606,606,6/28/2023,Edwin Moscoso,OAK,NYY,0,11,144,6,7.9,138,136.1,1.9,95.8,94.5,1.3,95.1,-0.26,0.86,94.27878787878788,94.27878787878787,33,Rookie
607,607,6/23/2023,Edwin Moscoso,COL,LAA,7,4,136,7,8.3,129,127.7,1.3,94.9,93.9,1,96.3,-0.02,0.74,94.27878787878788,94.27878787878787,33,Rookie
608,608,6/19/2023,Edwin Moscoso,MIN,BOS,3,9,159,11,11,148,148,0,93.1,93.1,0,95,-0.28,1.98,94.27878787878788,94.27878787878787,33,Rookie
609,609,6/15/2023,Edwin Moscoso,SD,CLE,6,8,178,9,11.1,169,166.9,2.1,94.9,93.7,1.2,92.1,2.45,2.93,94.27878787878788,94.27878787878787,33,Rookie
610,610,6/7/2023,Edwin Moscoso,PIT,OAK,5,9,193*,11*,11.8*,182*,181.2*,0.8*,94.3*,93.9*,0.4*,95.9,-0.55*,1.69*,94.27878787878788,94.27878787878787,33,Rookie
611,611,6/3/2023,Edwin Moscoso,BOS,TB,2,4,171,10,8,161,163,-2,94.2,95.3,-1.2,95.9,0.24,1.08,94.27878787878788,94.27878787878787,33,Rookie
612,612,5/30/2023,Edwin Moscoso,NYM,PHI,2,0,130,9,8.1,121,121.9,-0.9,93.1,93.7,-0.7,96.9,-0.32,1.28,94.27878787878788,94.27878787878787,33,Rookie
613,613,5/25/2023,Edwin Moscoso,NYY,BAL,1,3,158,12,11.7,146,146.3,-0.3,92.4,92.6,-0.2,92.4,-0.49,2.29,94.27878787878788,94.27878787878787,33,Rookie
614,614,5/20/2023,Edwin Moscoso,ATL,SEA,3,7,149,4,8.5,145,140.5,4.5,97.3,94.3,3,94.6,-0.39,0.55,94.27878787878788,94.27878787878787,33,Rookie
615,615,5/15/2023,Edwin Moscoso,HOU,CHC,6,4,151,5,7.2,146,143.8,2.2,96.7,95.3,1.4,96,-0.3,0.52,94.27878787878788,94.27878787878787,33,Rookie
616,616,5/3/2023,Edwin Moscoso,LAD,PHI,10,6,162,4,10.5,158,151.5,6.5,97.5,93.5,4,94.4,-0.16,0.32,94.27878787878788,94.27878787878787,33,Rookie
617,617,4/29/2023,Edwin Moscoso,DET,BAL,4,6,168,9,14.3,159,153.7,5.3,94.6,91.5,3.2,91.7,-0.03,0.87,94.27878787878788,94.27878787878787,33,Rookie
618,618,4/26/2023,Edwin Moscoso,CLE,COL,4,1,128,9,9.6,119,118.4,0.6,93,92.5,0.5,90.6,-0.45,0.89,94.27878787878788,94.27878787878787,33,Rookie
619,619,4/14/2023,Edwin Moscoso,CIN,PHI,3,8,182,7,10.2,175,171.8,3.2,96.2,94.4,1.8,98.4,0.09,0.65,94.27878787878788,94.27878787878787,33,Rookie
620,620,4/11/2023,Edwin Moscoso,CLE,NYY,2,11,140,5,9.5,135,130.5,4.5,96.4,93.2,3.2,91.4,-0.54,0.94,94.27878787878788,94.27878787878787,33,Rookie
621,621,4/6/2023,Edwin Moscoso,DET,BOS,3,6,150,13,10.9,137,139.1,-2.1,91.3,92.7,-1.4,92,0.42,1.76,94.27878787878788,94.27878787878787,33,Rookie
622,622,4/2/2023,Edwin Moscoso,MIA,NYM,1,5,162,9,11.2,153,150.8,2.2,94.4,93.1,1.4,94.4,0.16,1.1,94.27878787878788,94.27878787878787,33,Rookie
623,623,9/29/2023,Ron Kulpa,KC,NYY,12,5,162,11,10,151,152,-1,93.2,93.8,-0.6,93.8,0.1,1.04,93.012,93.012,25,Rookie
624,624,9/23/2023,Ron Kulpa,TB,TOR,7,6,166,13,10.6,153,155.4,-2.4,92.2,93.6,-1.4,93.4,-0.02,1.26,93.012,93.012,25,Rookie
625,625,9/19/2023,Ron Kulpa,OAK,SEA,2,7,148,13,12.3,135,135.7,-0.7,91.2,91.7,-0.5,92.6,-0.63,2.05,93.012,93.012,25,Rookie
626,626,9/13/2023,Ron Kulpa,LAD,SD,1,6,143,11,9.6,132,133.4,-1.4,92.3,93.3,-1,92.3,-1.02,2.8,93.012,93.012,25,Rookie
627,627,9/9/2023,Ron Kulpa,MIN,NYM,8,4,140,12,10,128,130,-2,91.4,92.9,-1.4,92.1,0.53,0.97,93.012,93.012,25,Rookie
628,628,9/4/2023,Ron Kulpa,CHC,SF,5,0,130,5,8.6,125,121.4,3.6,96.2,93.4,2.8,96.2,0.19,0.47,93.012,93.012,25,Rookie
629,629,8/28/2023,Ron Kulpa,BAL,CWS,9,0,141,6,8.2,135,132.8,2.2,95.7,94.2,1.6,97.2,-0.03,0.65,93.012,93.012,25,Rookie
630,630,8/9/2023,Ron Kulpa,LAA,SF,4,1,137,8,6.6,129,130.4,-1.4,94.2,95.2,-1,96.4,-0.38,1.24,93.012,93.012,25,Rookie
631,631,7/26/2023,Ron Kulpa,WSH,COL,5,4,139,12,11.8,127,127.2,-0.2,91.4,91.5,-0.2,91.4,0.01,1.11,93.012,93.012,25,Rookie
632,632,7/21/2023,Ron Kulpa,CHC,STL,4,3,163,12,11.3,151,151.7,-0.7,92.6,93.1,-0.5,91.4,1.77,3.47,93.012,93.012,25,Rookie
633,633,7/17/2023,Ron Kulpa,TEX,TB,3,2,110,4,6.2,106,103.8,2.2,96.4,94.3,2,94.5,0.22,0.58,93.012,93.012,25,Rookie
634,634,7/14/2023,Ron Kulpa,LAA,HOU,5,7,178,17,10.4,161,167.6,-6.6,90.4,94.1,-3.7,91.6,0.03,2.99,93.012,93.012,25,Rookie
635,635,6/29/2023,Ron Kulpa,NYM,MIL,2,3,163*,16*,10.4*,147*,152.6*,-5.6*,90.2*,93.6*,-3.5*,91.4,0.54*,2.92*,93.012,93.012,25,Rookie
636,636,6/17/2023,Ron Kulpa,WSH,MIA,2,5,177,13,10.6,164,166.4,-2.4,92.7,94,-1.4,92.1,-0.14,1.22,93.012,93.012,25,Rookie
637,637,6/13/2023,Ron Kulpa,BAL,TOR,11,6,178,16,15.6,162,162.4,-0.4,91,91.3,-0.3,86.5,-0.43,3.93,93.012,93.012,25,Rookie
638,638,6/8/2023,Ron Kulpa,CIN,LAD,0,6,146,6,7.8,140,138.2,1.8,95.9,94.7,1.2,97.3,-0.92,0.98,93.012,93.012,25,Rookie
639,639,6/4/2023,Ron Kulpa,CWS,DET,6,2,148,9,9.8,139,138.2,0.8,93.9,93.4,0.5,97.3,0.91,2.13,93.012,93.012,25,Rookie
640,640,5/31/2023,Ron Kulpa,TOR,MIL,2,4,155,11,11,144,144,0,92.9,92.9,0,93.5,0.08,0.88,93.012,93.012,25,Rookie
641,641,5/26/2023,Ron Kulpa,COL,NYM,2,5,136,7,8.6,129,127.4,1.6,94.9,93.7,1.1,91.9,0.68,1.16,93.012,93.012,25,Rookie
642,642,5/22/2023,Ron Kulpa,SEA,OAK,11,2,172,11,8.7,161,163.3,-2.3,93.6,95,-1.3,94.2,0.32,1.9,93.012,93.012,25,Rookie
643,643,4/18/2023,Ron Kulpa,WSH,BAL,0,1,136,8,7.1,128,128.9,-0.9,94.1,94.8,-0.7,91.9,0.27,0.89,93.012,93.012,25,Rookie
644,644,4/14/2023,Ron Kulpa,BOS,LAA,5,3,187,16,13.9,171,173.1,-2.1,91.4,92.6,-1.1,89.3,0.51,1.97,93.012,93.012,25,Rookie
645,645,4/9/2023,Ron Kulpa,COL,WSH,7,6,167,15,11.5,152,155.5,-3.5,91,93.1,-2.1,89.8,-0.42,1.9,93.012,93.012,25,Rookie
646,646,4/4/2023,Ron Kulpa,SD,AZ,6,8,186,13,11,173,175,-2,93,94.1,-1.1,93,-0.12,1.76,93.012,93.012,25,Rookie
647,647,3/30/2023,Ron Kulpa,CHC,MIL,4,0,138,11,7.9,127,130.1,-3.1,92,94.2,-2.2,94.2,0.1,1.28,93.012,93.012,25,Rookie
648,648,9/29/2023,Mark Wegner,MIL,CHC,4,3,162,19,14,143,148,-5,88.3,91.4,-3.1,94.4,-0.65,1.89,93.5875,93.58749999999999,24,Rookie
649,649,9/24/2023,Mark Wegner,CIN,PIT,4,2,163,19,10.2,144,152.8,-8.8,88.3,93.7,-5.4,92,0.5,2.26,93.5875,93.58749999999999,24,Rookie
650,650,9/20/2023,Mark Wegner,TB,LAA,3,8,194,12,16.2,182,177.8,4.2,93.8,91.6,2.2,92.8,-0.25,1.65,93.5875,93.58749999999999,24,Rookie
651,651,9/15/2023,Mark Wegner,SEA,LAD,3,6,144,9,8.3,135,135.7,-0.7,93.8,94.3,-0.5,93.1,0.2,1.4,93.5875,93.58749999999999,24,Rookie
652,652,9/10/2023,Mark Wegner,CHC,AZ,5,2,114,11,7.1,103,106.9,-3.9,90.4,93.8,-3.4,90.4,0.38,1.38,93.5875,93.58749999999999,24,Rookie
653,653,9/6/2023,Mark Wegner,TEX,HOU,3,12,139,9,10.4,130,128.6,1.4,93.5,92.5,1,93.5,-0.63,1.59,93.5875,93.58749999999999,24,Rookie
654,654,8/26/2023,Mark Wegner,PHI,STL,12,1,124,3,7,121,117,4,97.6,94.4,3.2,94.4,-0.07,0.17,93.5875,93.58749999999999,24,Rookie
655,655,8/22/2023,Mark Wegner,CLE,LAD,8,3,129,4,7.1,125,121.9,3.1,96.9,94.5,2.4,96.1,0.36,0.5,93.5875,93.58749999999999,24,Rookie
656,656,8/17/2023,Mark Wegner,WSH,BOS,10,7,156,7,9.6,149,146.4,2.6,95.5,93.8,1.7,94.9,0.2,0.96,93.5875,93.58749999999999,24,Rookie
657,657,8/5/2023,Mark Wegner,CLE,CWS,4,7,147,6,6.1,141,140.9,0.1,95.9,95.8,0.1,93.2,0.14,0.76,93.5875,93.58749999999999,24,Rookie
658,658,8/1/2023,Mark Wegner,NYY,TB,2,5,133,6,6.8,127,126.2,0.8,95.5,94.9,0.6,94.7,-0.07,0.55,93.5875,93.58749999999999,24,Rookie
659,659,7/21/2023,Mark Wegner,MIL,ATL,4,6,161,8,6.5,153,154.5,-1.5,95,95.9,-0.9,96.3,0,0.78,93.5875,93.58749999999999,24,Rookie
660,660,6/25/2023,Mark Wegner,TB,KC,3,1,142,15,13.4,127,128.6,-1.6,89.4,90.5,-1.1,94.4,-0.3,1.46,93.5875,93.58749999999999,24,Rookie
661,661,6/3/2023,Mark Wegner,HOU,LAA,9,6,183,6,11.7,177,171.3,5.7,96.7,93.6,3.1,93.4,0.53,0.91,93.5875,93.58749999999999,24,Rookie
662,662,5/29/2023,Mark Wegner,STL,KC,0,7,165,7,11.3,158,153.7,4.3,95.8,93.1,2.6,90.9,0.49,0.65,93.5875,93.58749999999999,24,Rookie
663,663,5/25/2023,Mark Wegner,COL,MIA,7,6,179,9,11.3,170,167.7,2.3,95,93.7,1.3,95,-0.16,1.5,93.5875,93.58749999999999,24,Rookie
664,664,5/21/2023,Mark Wegner,SD,BOS,7,0,150,10,12,140,138,2,93.3,92,1.3,91.3,-0.52,1.02,93.5875,93.58749999999999,24,Rookie
665,665,5/16/2023,Mark Wegner,STL,MIL,2,3,177,8,10.3,169,166.7,2.3,95.5,94.2,1.3,93.8,0.36,1.48,93.5875,93.58749999999999,24,Rookie
666,666,5/12/2023,Mark Wegner,CWS,HOU,1,5,152,12,10.2,140,141.8,-1.8,92.1,93.3,-1.2,88.8,0.31,1.39,93.5875,93.58749999999999,24,Rookie
667,667,5/7/2023,Mark Wegner,ATL,BAL,3,2,191,5,11.5,186,179.5,6.5,97.4,94,3.4,94.2,0.4,0.72,93.5875,93.58749999999999,24,Rookie
668,668,5/2/2023,Mark Wegner,HOU,SF,0,2,177,7,9.1,170,167.9,2.1,96,94.9,1.2,95.5,-1.6,1.6,93.5875,93.58749999999999,24,Rookie
669,669,4/21/2023,Mark Wegner,TB,CWS,8,7,186,7,8,179,178,1,96.2,95.7,0.5,95.7,0.12,1.12,93.5875,93.58749999999999,24,Rookie
670,670,4/11/2023,Mark Wegner,BAL,OAK,12,8,185,7,11.9,178,173.1,4.9,96.2,93.5,2.7,94.6,0.3,1.1,93.5875,93.58749999999999,24,Rookie
671,671,3/30/2023,Mark Wegner,CIN,PIT,4,5,191*,11*,13.3*,180*,177.7*,2.3*,94.2*,93*,1.2*,92.7,-0.53*,3.07*,93.5875,93.58749999999999,24,Rookie
672,672,9/29/2023,Phil Cuzzi,STL,CIN,2,19,161,11,11.9,150,149.1,0.9,93.2,92.6,0.6,91.9,-0.05,1.31,94.31724137931032,94.31724137931033,29,Rookie
673,673,9/24/2023,Phil Cuzzi,MIN,LAA,9,3,148,9,8.2,139,139.8,-0.8,93.9,94.5,-0.6,94.6,0.35,1.03,94.31724137931032,94.31724137931033,29,Rookie
674,674,9/19/2023,Phil Cuzzi,HOU,BAL,5,9,172,10,8.2,162,163.8,-1.8,94.2,95.2,-1,93.6,-0.18,1.22,94.31724137931032,94.31724137931033,29,Rookie
675,675,9/10/2023,Phil Cuzzi,SF,COL,6,3,128,8,10.8,120,117.2,2.8,93.8,91.6,2.2,94.5,0.03,0.95,94.31724137931032,94.31724137931033,29,Rookie
676,676,9/5/2023,Phil Cuzzi,OAK,TOR,1,7,137,5,8.2,132,128.8,3.2,96.4,94,2.3,94.9,0.11,0.73,94.31724137931032,94.31724137931033,29,Rookie
677,677,9/1/2023,Phil Cuzzi,LAD,ATL,3,6,148,13,9.5,135,138.5,-3.5,91.2,93.6,-2.4,93.2,-0.88,1.7,94.31724137931032,94.31724137931033,29,Rookie
678,678,8/28/2023,Phil Cuzzi,STL,SD,1,4,159,6,9.6,153,149.4,3.6,96.2,93.9,2.3,95,-0.81,1.19,94.31724137931032,94.31724137931033,29,Rookie
679,679,8/23/2023,Phil Cuzzi,CWS,SEA,5,4,169,8,8.7,161,160.3,0.7,95.3,94.9,0.4,94.1,0.33,0.73,94.31724137931032,94.31724137931033,29,Rookie
680,680,8/19/2023,Phil Cuzzi,CIN,TOR,3,4,160,8,10.8,152,149.2,2.8,95,93.2,1.8,92.5,0.25,0.65,94.31724137931032,94.31724137931033,29,Rookie
681,681,8/14/2023,Phil Cuzzi,NYM,PIT,7,2,192,8,10.5,184,181.5,2.5,95.8,94.5,1.3,94.8,2.47,2.47,94.31724137931032,94.31724137931033,29,Rookie
682,682,8/3/2023,Phil Cuzzi,MIA,PHI,2,4,127,5,7.5,122,119.5,2.5,96.1,94.1,2,96.1,0.14,0.32,94.31724137931032,94.31724137931033,29,Rookie
683,683,7/30/2023,Phil Cuzzi,BAL,NYY,9,3,184,8,9.4,176,174.6,1.4,95.7,94.9,0.7,97.8,-0.84,1.44,94.31724137931032,94.31724137931033,29,Rookie
684,684,7/25/2023,Phil Cuzzi,HOU,TEX,4,3,132,8,7.7,124,124.3,-0.3,93.9,94.1,-0.2,95.5,0.52,1.24,94.31724137931032,94.31724137931033,29,Rookie
685,685,7/15/2023,Phil Cuzzi,PHI,SD,6,4,166,15,11.8,151,154.2,-3.2,91,92.9,-1.9,92.2,-1.15,2.03,94.31724137931032,94.31724137931033,29,Rookie
686,686,7/8/2023,Phil Cuzzi,BOS,OAK,10,3,140,9,8.7,131,131.3,-0.3,93.6,93.8,-0.2,94.3,-0.51,1.95,94.31724137931032,94.31724137931033,29,Rookie
687,687,7/5/2023,Phil Cuzzi,MIN,KC,5,0,134,12,11.4,122,122.6,-0.6,91,91.5,-0.5,91.8,-0.04,1.58,94.31724137931032,94.31724137931033,29,Rookie
688,688,6/21/2023,Phil Cuzzi,NYY,SEA,4,2,152,8,8.3,144,143.7,0.3,94.7,94.5,0.2,92.8,0.18,1,94.31724137931032,94.31724137931033,29,Rookie
689,689,6/16/2023,Phil Cuzzi,NYM,STL,6,1,111,6,9.2,105,101.8,3.2,94.6,91.7,2.9,94.6,0.07,0.65,94.31724137931032,94.31724137931033,29,Rookie
690,690,6/10/2023,Phil Cuzzi,LAA,SEA,2,6,158,9,8.1,149,149.9,-0.9,94.3,94.8,-0.5,93,-0.2,1.04,94.31724137931032,94.31724137931033,29,Rookie
691,691,6/5/2023,Phil Cuzzi,SD,CHC,5,0,145,8,9.8,137,135.2,1.8,94.5,93.2,1.3,97.9,1.23,1.95,94.31724137931032,94.31724137931033,29,Rookie
692,692,5/31/2023,Phil Cuzzi,OAK,ATL,2,4,110,4,7.6,106,102.4,3.6,96.4,93.1,3.3,94.5,0.26,0.42,94.31724137931032,94.31724137931033,29,Rookie
693,693,5/20/2023,Phil Cuzzi,CWS,KC,5,1,133,6,6.3,127,126.7,0.3,95.5,95.3,0.2,93.2,0.35,1.01,94.31724137931032,94.31724137931033,29,Rookie
694,694,5/15/2023,Phil Cuzzi,LAD,MIN,9,8,205,13,10.4,192,194.6,-2.6,93.7,94.9,-1.3,93.2,1.39,1.81,94.31724137931032,94.31724137931033,29,Rookie
695,695,5/11/2023,Phil Cuzzi,OAK,TEX,0,4,139,7,6.9,132,132.1,-0.1,95,95.1,-0.1,93.5,-1.03,1.27,94.31724137931032,94.31724137931033,29,Rookie
696,696,5/7/2023,Phil Cuzzi,SEA,HOU,3,1,136*,10*,6.7*,126*,129.3*,-3.3*,92.6*,95.1*,-2.4*,96.3,0*,1.08*,94.31724137931032,94.31724137931033,29,Rookie
697,697,5/3/2023,Phil Cuzzi,CWS,MIN,6,4,155,7,7.8,148,147.2,0.8,95.5,95,0.5,93.5,0.78,1.16,94.31724137931032,94.31724137931033,29,Rookie
698,698,4/21/2023,Phil Cuzzi,LAA,KC,2,0,111,5,6.1,106,104.9,1.1,95.5,94.5,1,96.4,0.03,0.71,94.31724137931032,94.31724137931033,29,Rookie
699,699,4/12/2023,Phil Cuzzi,COL,STL,4,7,147,13,11.9,134,135.1,-1.1,91.2,91.9,-0.8,92.5,1.71,2.31,94.31724137931032,94.31724137931033,29,Rookie
700,700,4/1/2023,Phil Cuzzi,WSH,ATL,1,7,135,5,5.6,130,129.4,0.6,96.3,95.8,0.5,97,0.25,0.61,94.31724137931032,94.31724137931033,29,Rookie
701,701,9/29/2023,Jeff Nelson,LAA,OAK,5,1,127,8,8.5,119,118.5,0.5,93.7,93.3,0.4,91.3,-0.27,0.65,93.31785714285716,93.31785714285715,28,Rookie
702,702,9/26/2023,Jeff Nelson,COL,LAD,4,1,156,9,11.2,147,144.8,2.2,94.2,92.8,1.4,93.6,-0.48,0.7,93.31785714285716,93.31785714285715,28,Rookie
703,703,9/20/2023,Jeff Nelson,TEX,BOS,15,5,165,5,9.7,160,155.3,4.7,97,94.1,2.8,95.8,-0.12,0.6,93.31785714285716,93.31785714285715,28,Rookie
704,704,9/9/2023,Jeff Nelson,TOR,KC,5,1,135,12,5.7,123,129.3,-6.3,91.1,95.8,-4.6,90.4,-0.01,1.29,93.31785714285716,93.31785714285715,28,Rookie
705,705,9/4/2023,Jeff Nelson,PIT,MIL,4,2,140,11,10.2,129,129.8,-0.8,92.1,92.7,-0.6,93.6,-0.47,0.93,93.31785714285716,93.31785714285715,28,Rookie
706,706,8/30/2023,Jeff Nelson,SEA,OAK,5,4,132,4,9.3,128,122.7,5.3,97,93,4,96.2,0.03,0.41,93.31785714285716,93.31785714285715,28,Rookie
707,707,8/26/2023,Jeff Nelson,AZ,CIN,7,8,195,16,17.1,179,177.9,1.1,91.8,91.2,0.6,93.3,-0.84,1.9,93.31785714285716,93.31785714285715,28,Rookie
708,708,8/22/2023,Jeff Nelson,MIL,MIN,7,3,150,7,7.4,143,142.6,0.4,95.3,95.1,0.3,94,0.71,1.03,93.31785714285716,93.31785714285715,28,Rookie
709,709,8/18/2023,Jeff Nelson,CLE,DET,2,4,139,10,10.6,129,128.4,0.6,92.8,92.4,0.5,89.2,0.02,0.66,93.31785714285716,93.31785714285715,28,Rookie
710,710,8/2/2023,Jeff Nelson,STL,MIN,7,3,133,8,9.5,125,123.5,1.5,94,92.9,1.1,94,-0.35,0.55,93.31785714285716,93.31785714285715,28,Rookie
711,711,7/28/2023,Jeff Nelson,AZ,SEA,2,5,154,12,8.8,142,145.2,-3.2,92.2,94.3,-2.1,91.6,-0.65,1.51,93.31785714285716,93.31785714285715,28,Rookie
712,712,7/15/2023,Jeff Nelson,CHC,BOS,10,4,155,7,6.1,148,148.9,-0.9,95.5,96.1,-0.6,95.5,0.67,0.93,93.31785714285716,93.31785714285715,28,Rookie
713,713,7/9/2023,Jeff Nelson,MIN,BAL,2,15,171,6,9,165,162,3,96.5,94.7,1.8,94.7,-0.06,0.8,93.31785714285716,93.31785714285715,28,Rookie
714,714,7/5/2023,Jeff Nelson,MIA,STL,10,9,201,13,12.2,188,188.8,-0.8,93.5,93.9,-0.4,92.5,0.19,1.77,93.31785714285716,93.31785714285715,28,Rookie
715,715,6/30/2023,Jeff Nelson,CIN,SD,7,5,170,16,10.1,154,159.9,-5.9,90.6,94.1,-3.5,87.1,-0.8,2.48,93.31785714285716,93.31785714285715,28,Rookie
716,716,6/26/2023,Jeff Nelson,TEX,DET,2,7,163,10,11.2,153,151.8,1.2,93.9,93.1,0.8,90.8,-1.84,2.14,93.31785714285716,93.31785714285715,28,Rookie
717,717,6/10/2023,Jeff Nelson,MIL,OAK,1,2,180,15,12.1,165,167.9,-2.9,91.7,93.3,-1.6,92.2,-0.68,1.7,93.31785714285716,93.31785714285715,28,Rookie
718,718,6/6/2023,Jeff Nelson,TB,MIN,7,0,130,6,8.8,124,121.2,2.8,95.4,93.2,2.1,94.6,0.2,1,93.31785714285716,93.31785714285715,28,Rookie
719,719,5/26/2023,Jeff Nelson,LAA,MIA,2,6,183,11,13.9,172,169.1,2.9,94,92.4,1.6,92.3,1.01,1.79,93.31785714285716,93.31785714285715,28,Rookie
720,720,5/21/2023,Jeff Nelson,PIT,AZ,3,8,175,13,12.2,162,162.8,-0.8,92.6,93,-0.5,93.1,-0.14,1.4,93.31785714285716,93.31785714285715,28,Rookie
721,721,5/17/2023,Jeff Nelson,NYM,TB,8,7,191,6,11.7,185,179.3,5.7,96.9,93.9,3,96.9,-0.32,0.54,93.31785714285716,93.31785714285715,28,Rookie
722,722,5/12/2023,Jeff Nelson,COL,PHI,3,6,106,7,7.6,99,98.4,0.6,93.4,92.8,0.6,93.4,-0.13,0.41,93.31785714285716,93.31785714285715,28,Rookie
723,723,4/30/2023,Jeff Nelson,BOS,CLE,7,1,159,9,10.2,150,148.8,1.2,94.3,93.6,0.7,94.3,0.32,1.32,93.31785714285716,93.31785714285715,28,Rookie
724,724,4/26/2023,Jeff Nelson,PIT,LAD,8,1,154,14,8.9,140,145.1,-5.1,90.9,94.3,-3.3,92.2,-0.34,1.48,93.31785714285716,93.31785714285715,28,Rookie
725,725,4/21/2023,Jeff Nelson,ATL,HOU,4,6,163,6,9.1,157,153.9,3.1,96.3,94.4,1.9,96.9,0.48,0.58,93.31785714285716,93.31785714285715,28,Rookie
726,726,4/9/2023,Jeff Nelson,NYM,MIA,2,7,174,9,11.7,165,162.3,2.7,94.8,93.2,1.6,94.3,-0.13,1.19,93.31785714285716,93.31785714285715,28,Rookie
727,727,4/4/2023,Jeff Nelson,HOU,DET,3,6,149,6,11.5,143,137.5,5.5,96,92.3,3.7,95.3,0.07,0.61,93.31785714285716,93.31785714285715,28,Rookie
728,728,3/30/2023,Jeff Nelson,TEX,PHI,11,7,176,13,10.2,163,165.8,-2.8,92.6,94.2,-1.6,93.8,-0.77,1.99,93.31785714285716,93.31785714285715,28,Rookie
729,729,9/29/2023,Adam Hamari,AZ,HOU,1,2,139,4,8.4,135,130.6,4.4,97.1,93.9,3.2,97.1,0.06,0.32,92.91785714285712,92.91785714285713,28,Rookie
730,730,9/24/2023,Adam Hamari,NYY,AZ,1,7,171,4,8,167,163,4,97.7,95.3,2.4,94.7,-0.08,0.54,92.91785714285712,92.91785714285713,28,Rookie
731,731,9/20/2023,Adam Hamari,STL,MIL,2,8,158,8,10,150,148,2,94.9,93.7,1.2,93.7,0.51,0.99,92.91785714285712,92.91785714285713,28,Rookie
732,732,9/16/2023,Adam Hamari,BAL,TB,8,0,112,8,9.3,104,102.7,1.3,92.9,91.7,1.1,91.1,-0.03,0.77,92.91785714285712,92.91785714285713,28,Rookie
733,733,9/12/2023,Adam Hamari,HOU,OAK,2,6,117,3,4.6,114,112.4,1.6,97.4,96,1.4,99.1,0.15,0.45,92.91785714285712,92.91785714285713,28,Rookie
734,734,9/2/2023,Adam Hamari,NYM,SEA,7,8,158,10,9.2,148,148.8,-0.8,93.7,94.2,-0.5,91.8,-0.43,1.31,92.91785714285712,92.91785714285713,28,Rookie
735,735,8/29/2023,Adam Hamari,DET,NYY,2,4,150,8,11.6,142,138.4,3.6,94.7,92.2,2.4,90.7,-0.3,0.96,92.91785714285712,92.91785714285713,28,Rookie
736,736,8/25/2023,Adam Hamari,PIT,CHC,2,1,122,5,7.5,117,114.5,2.5,95.9,93.8,2.1,93.4,-0.01,0.45,92.91785714285712,92.91785714285713,28,Rookie
737,737,8/21/2023,Adam Hamari,PHI,SF,10,4,133,4,8.4,129,124.6,4.4,97,93.7,3.3,92.5,0.15,0.31,92.91785714285712,92.91785714285713,28,Rookie
738,738,8/10/2023,Adam Hamari,BOS,KC,2,0,140,10,8.5,130,131.5,-1.5,92.9,93.9,-1.1,96.4,-0.3,1.52,92.91785714285712,92.91785714285713,28,Rookie
739,739,8/2/2023,Adam Hamari,TEX,CWS,11,1,161,9,10.9,152,150.1,1.9,94.4,93.2,1.2,92.5,1.56,2,92.91785714285712,92.91785714285713,28,Rookie
740,740,7/28/2023,Adam Hamari,NYM,WSH,5,1,145,5,8.6,140,136.4,3.6,96.6,94,2.5,91,0.01,0.41,92.91785714285712,92.91785714285713,28,Rookie
741,741,7/23/2023,Adam Hamari,SEA,TOR,3,4,154,9,9.6,145,144.4,0.6,94.2,93.8,0.4,92.2,0.07,0.83,92.91785714285712,92.91785714285713,28,Rookie
742,742,7/18/2023,Adam Hamari,OAK,BOS,3,0,116,3,4.2,113,111.8,1.2,97.4,96.4,1,97.4,-0.1,0.18,92.91785714285712,92.91785714285713,28,Rookie
743,743,7/14/2023,Adam Hamari,COL,NYY,7,2,142,11,9.1,131,132.9,-1.9,92.3,93.6,-1.3,89.4,-0.35,1.31,92.91785714285712,92.91785714285713,28,Rookie
744,744,7/7/2023,Adam Hamari,AZ,PIT,7,3,170,12,11.2,158,158.8,-0.8,92.9,93.4,-0.5,92.4,-0.62,1.36,92.91785714285712,92.91785714285713,28,Rookie
745,745,6/24/2023,Adam Hamari,STL,CHC,1,9,160,17,13.3,143,146.7,-3.7,89.4,91.7,-2.3,91.2,1.55,2.43,92.91785714285712,92.91785714285713,28,Rookie
