,Unnamed: 0,date,umpire,home,away,home_team_runs,away_team_runs,pitches_called,incorrect_calls,expected_incorrect_calls,correct_calls,expected_correct_calls,correct_calls_above_expected,accuracy,expected_accuracy,accuracy_above_expected,consistency,favor_home,total_run_impact,expected_consistency,expected_consistency,games_umpired,experience
145,145,6/29/2023,John Tumpane,TOR,SF,2,1,125,8,7,117,118,-1,93.6,94.4,-0.8,96,0.08,0.9,94.21481481481482,94.21481481481482,27,Rookie
146,146,6/18/2023,John Tumpane,BOS,NYY,6,2,156,4,11.8,152,144.2,7.8,97.4,92.4,5,96.8,-0.27,0.41,94.21481481481482,94.21481481481482,27,Rookie
147,147,6/13/2023,John Tumpane,CHC,PIT,11,3,161,8,6.8,153,154.2,-1.2,95,95.8,-0.8,96.9,0.04,0.86,94.21481481481482,94.21481481481482,27,Rookie
148,148,6/3/2023,John Tumpane,LAD,NYY,3,6,148,6,8.4,142,139.6,2.4,95.9,94.3,1.6,93.9,-0.59,0.83,94.21481481481482,94.21481481481482,27,Rookie
149,149,5/30/2023,John Tumpane,AZ,COL,5,1,147,9,10.5,138,136.5,1.5,93.9,92.9,1,91.8,-0.04,0.9,94.21481481481482,94.21481481481482,27,Rookie
150,150,5/26/2023,John Tumpane,SEA,PIT,6,11,151,4,8.4,147,142.6,4.4,97.4,94.5,2.9,94.7,0.16,0.36,94.21481481481482,94.21481481481482,27,Rookie
151,151,5/5/2023,John Tumpane,NYM,COL,1,0,150,9,8.4,141,141.6,-0.6,94,94.4,-0.4,95.3,0.29,0.81,94.21481481481482,94.21481481481482,27,Rookie
152,152,4/30/2023,John Tumpane,CWS,TB,12,9,190,11,9,179,181,-2,94.2,95.2,-1,92.6,0.74,1.5,94.21481481481482,94.21481481481482,27,Rookie
153,153,4/26/2023,John Tumpane,MIL,DET,6,2,142,8,9.8,134,132.2,1.8,94.4,93.1,1.3,93,0.3,0.78,94.21481481481482,94.21481481481482,27,Rookie
154,154,4/5/2023,John Tumpane,TEX,BAL,5,2,140,5,8.1,135,131.9,3.1,96.4,94.2,2.2,93.6,0.27,0.43,94.21481481481482,94.21481481481482,27,Rookie
155,155,4/1/2023,John Tumpane,LAD,AZ,10,1,133,2,7.9,131,125.1,5.9,98.5,94,4.5,97,0.12,0.12,94.21481481481482,94.21481481481482,27,Rookie
156,156,9/30/2023,Jeremy Riggs,KC,NYY,2,5,169,10,11.5,159,157.5,1.5,94.1,93.2,0.9,92.9,-0.22,2.04,94.68181818,94.68181818181819,22,Rookie
157,157,9/27/2023,Jeremy Riggs,MIL,STL,3,2,173,8,10.8,165,162.2,2.8,95.4,93.7,1.6,91.9,-0.05,1.25,94.68181818,94.68181818181819,22,Rookie
158,158,9/17/2023,Jeremy Riggs,LAA,DET,3,5,150,8,11.7,142,138.3,3.7,94.7,92.2,2.5,93.3,0.12,1.92,94.68181818,94.68181818181819,22,Rookie
159,159,9/12/2023,Jeremy Riggs,LAD,SD,11,2,156,14,11,142,145,-3,91,93,-1.9,94.9,0.89,1.41,94.68181818,94.68181818181819,22,Rookie
160,160,8/12/2023,Jeremy Riggs,BOS,DET,2,6,170,8,8.6,162,161.4,0.6,95.3,94.9,0.3,95.3,-0.12,0.66,94.68181818,94.68181818181819,22,Rookie
161,161,8/8/2023,Jeremy Riggs,PIT,ATL,6,8,170,7,9.4,163,160.6,2.4,95.9,94.5,1.4,94.7,0.31,0.99,94.68181818,94.68181818181819,22,Rookie
162,162,8/4/2023,Jeremy Riggs,TEX,MIA,6,2,124,8,8.3,116,115.7,0.3,93.5,93.3,0.3,96,-0.61,2.11,94.68181818,94.68181818181819,22,Rookie
163,163,7/31/2023,Jeremy Riggs,TOR,BAL,2,4,196,9,14,187,182,5,95.4,92.8,2.6,93.4,-0.55,1.91,94.68181818,94.68181818181819,22,Rookie
164,164,7/23/2023,Jeremy Riggs,TB,BAL,3,5,165,7,7.5,158,157.5,0.5,95.8,95.5,0.3,95.2,-0.09,0.73,94.68181818,94.68181818181819,22,Rookie
165,165,7/19/2023,Jeremy Riggs,PIT,CLE,7,5,141,12,7.5,129,133.5,-4.5,91.5,94.7,-3.2,92.9,-0.17,1.49,94.68181818,94.68181818181819,22,Rookie
166,166,7/7/2023,Jeremy Riggs,DET,TOR,2,12,158,7,10.2,151,147.8,3.2,95.6,93.6,2,95.6,-0.21,1.87,94.68181818,94.68181818181819,22,Rookie
167,167,7/3/2023,Jeremy Riggs,MIL,CHC,8,6,172,6,7.3,166,164.7,1.3,96.5,95.7,0.8,95.3,-0.09,0.85,94.68181818,94.68181818181819,22,Rookie
168,168,6/29/2023,Jeremy Riggs,KC,CLE,4,3,152,2,7.6,150,144.4,5.6,98.7,95,3.7,97.4,-0.07,0.17,94.68181818,94.68181818181819,22,Rookie
169,169,6/18/2023,Jeremy Riggs,KC,LAA,2,5,151,10,7.3,141,143.7,-2.7,93.4,95.2,-1.8,96,0.51,0.91,94.68181818,94.68181818181819,22,Rookie
170,170,6/9/2023,Jeremy Riggs,NYY,BOS,2,3,132,6,10.5,126,121.5,4.5,95.5,92.1,3.4,93.9,0.11,0.63,94.68181818,94.68181818181819,22,Rookie
171,171,5/21/2023,Jeremy Riggs,LAA,MIN,4,2,158,9,8.6,149,149.4,-0.4,94.3,94.6,-0.3,91.8,0.98,1.7,94.68181818,94.68181818181819,22,Rookie
172,172,5/16/2023,Jeremy Riggs,SF,PHI,4,3,153,8,9.2,145,143.8,1.2,94.8,94,0.8,94.1,0.74,0.98,94.68181818,94.68181818181819,22,Rookie
173,173,5/12/2023,Jeremy Riggs,LAD,SD,4,2,130,3,7.4,127,122.6,4.4,97.7,94.3,3.4,93.8,-0.41,0.69,94.68181818,94.68181818181819,22,Rookie
174,174,5/7/2023,Jeremy Riggs,SF,MIL,3,7,173,6,9.9,167,163.1,3.9,96.5,94.3,2.2,95.4,0.04,0.6,94.68181818,94.68181818181819,22,Rookie
175,175,5/2/2023,Jeremy Riggs,LAD,PHI,13,1,164,9,9.7,155,154.3,0.7,94.5,94.1,0.4,96.3,0.07,1.03,94.68181818,94.68181818181819,22,Rookie
176,176,4/29/2023,Jeremy Riggs,TEX,NYY,2,0,121,11,8.4,110,112.6,-2.6,90.9,93.1,-2.1,95,-0.16,0.82,94.68181818,94.68181818181819,22,Rookie
177,177,4/25/2023,Jeremy Riggs,TOR,CWS,7,0,143,4,5.6,139,137.4,1.6,97.2,96.1,1.1,97.9,0.19,0.35,94.68181818,94.68181818181819,22,Rookie
178,178,9/30/2023,Malachi Moore,MIL,CHC,6,10,181,10,11.8,171,169.2,1.8,94.5,93.5,1,93.4,1.31,2.03,93.43103448275862,93.43103448275862,29,Rookie
179,179,9/26/2023,Malachi Moore,TOR,NYY,0,2,152,11,7.6,141,144.4,-3.4,92.8,95,-2.3,96.1,-1.43,3.03,93.43103448275862,93.43103448275862,29,Rookie
180,180,9/21/2023,Malachi Moore,TB,LAA,5,4,176,11,13.7,165,162.3,2.7,93.8,92.2,1.5,90.9,0.63,1.53,93.43103448275862,93.43103448275862,29,Rookie
181,181,9/16/2023,Malachi Moore,SEA,LAD,2,6,168,7,10,161,158,3,95.8,94,1.8,94.6,-0.29,0.73,93.43103448275862,93.43103448275862,29,Rookie
182,182,9/11/2023,Malachi Moore,SF,CLE,5,4,170,19,15,151,155,-4,88.8,91.2,-2.3,92.9,0.49,2.33,93.43103448275862,93.43103448275862,29,Rookie
183,183,9/7/2023,Malachi Moore,CHC,AZ,2,6,158,10,8.2,148,149.8,-1.8,93.7,94.8,-1.1,91.8,-0.05,0.75,93.43103448275862,93.43103448275862,29,Rookie
184,184,8/27/2023,Malachi Moore,PHI,STL,3,0,142,12,10.6,130,131.4,-1.4,91.5,92.6,-1,93,-0.3,1.64,93.43103448275862,93.43103448275862,29,Rookie
185,185,8/23/2023,Malachi Moore,CLE,LAD,1,6,164,13,10.9,151,153.1,-2.1,92.1,93.3,-1.3,94.5,0.23,2.87,93.43103448275862,93.43103448275862,29,Rookie
186,186,8/12/2023,Malachi Moore,PHI,MIN,1,8,170,9,9.3,161,160.7,0.3,94.7,94.5,0.2,94.1,-0.34,1.56,93.43103448275862,93.43103448275862,29,Rookie
187,187,8/7/2023,Malachi Moore,MIL,COL,12,1,126,6,6.9,120,119.1,0.9,95.2,94.6,0.7,92.1,0.07,0.63,93.43103448275862,93.43103448275862,29,Rookie
188,188,8/2/2023,Malachi Moore,NYY,TB,7,2,157,14,11.1,143,145.9,-2.9,91.1,92.9,-1.8,92.4,0.76,2.68,93.43103448275862,93.43103448275862,29,Rookie
189,189,7/22/2023,Malachi Moore,MIL,ATL,4,3,148,12,9.6,136,138.4,-2.4,91.9,93.5,-1.6,91.2,0.52,1.16,93.43103448275862,93.43103448275862,29,Rookie
190,190,7/18/2023,Malachi Moore,TOR,SD,1,9,195,17,11.3,178,183.7,-5.7,91.3,94.2,-2.9,92.8,-0.21,2.13,93.43103448275862,93.43103448275862,29,Rookie
191,191,7/1/2023,Malachi Moore,NYM,SF,4,1,127,10,8.5,117,118.5,-1.5,92.1,93.3,-1.2,94.5,-0.13,0.77,93.43103448275862,93.43103448275862,29,Rookie
192,192,6/27/2023,Malachi Moore,BOS,MIA,1,10,159,15,12.5,144,146.5,-2.5,90.6,92.2,-1.6,92.5,0.6,2.08,93.43103448275862,93.43103448275862,29,Rookie
193,193,6/22/2023,Malachi Moore,TB,KC,5,6,151,4,10.5,147,140.5,6.5,97.4,93.1,4.3,94.7,-0.16,0.4,93.43103448275862,93.43103448275862,29,Rookie
194,194,6/11/2023,Malachi Moore,ATL,WSH,2,6,137,7,7.5,130,129.5,0.5,94.9,94.5,0.3,97.8,0.17,0.33,93.43103448275862,93.43103448275862,29,Rookie
195,195,6/7/2023,Malachi Moore,CLE,BOS,5,2,147,9,8,138,139,-1,93.9,94.6,-0.7,92.5,0.55,2.11,93.43103448275862,93.43103448275862,29,Rookie
196,196,6/2/2023,Malachi Moore,HOU,LAA,6,2,157,10,10.6,147,146.4,0.6,93.6,93.2,0.4,89.8,0.53,1.11,93.43103448275862,93.43103448275862,29,Rookie
197,197,5/28/2023,Malachi Moore,MIN,TOR,0,3,168,6,9.2,162,158.8,3.2,96.4,94.5,1.9,94,0.22,0.62,93.43103448275862,93.43103448275862,29,Rookie
198,198,5/24/2023,Malachi Moore,COL,MIA,2,10,139,9,10.7,130,128.3,1.7,93.5,92.3,1.2,94.2,-0.23,1.21,93.43103448275862,93.43103448275862,29,Rookie
199,199,5/20/2023,Malachi Moore,SD,BOS,2,4,169,14,11.5,155,157.5,-2.5,91.7,93.2,-1.5,89.3,0.3,1.16,93.43103448275862,93.43103448275862,29,Rookie
200,200,5/15/2023,Malachi Moore,STL,MIL,18,1,176,5,8.3,171,167.7,3.3,97.2,95.3,1.9,94.3,-0.35,1.13,93.43103448275862,93.43103448275862,29,Rookie
201,201,5/11/2023,Malachi Moore,CIN,NYM,5,0,162,7,11.6,155,150.4,4.6,95.7,92.9,2.8,93.8,-0.08,0.64,93.43103448275862,93.43103448275862,29,Rookie
202,202,5/6/2023,Malachi Moore,ATL,BAL,5,4,135,7,9.5,128,125.5,2.5,94.8,92.9,1.9,93.3,0.74,1.18,93.43103448275862,93.43103448275862,29,Rookie
203,203,5/1/2023,Malachi Moore,HOU,SF,7,3,149,8,10,141,139,2,94.6,93.3,1.3,96.6,0.04,0.78,93.43103448275862,93.43103448275862,29,Rookie
204,204,4/19/2023,Malachi Moore,KC,TEX,3,12,168,14,10.3,154,157.7,-3.7,91.7,93.9,-2.2,95.8,0.19,1.79,93.43103448275862,93.43103448275862,29,Rookie
205,205,4/14/2023,Malachi Moore,DET,SF,7,5,218,22,17,196,201,-5,89.9,92.2,-2.3,92.7,0.24,3.04,93.43103448275862,93.43103448275862,29,Rookie
206,206,4/10/2023,Malachi Moore,BAL,OAK,5,1,164,5,8.9,159,155.1,3.9,97,94.6,2.4,93.9,0.01,0.53,93.43103448275862,93.43103448275862,29,Rookie
207,207,9/30/2023,Mike Muchlinski,BAL,BOS,5,2,123,10,8.3,113,114.7,-1.7,91.9,93.3,-1.4,90.2,0.96,2.12,93.54827586206896,93.54827586206896,29,Rookie
208,208,9/26/2023,Mike Muchlinski,CLE,CIN,7,11,191,18,11.7,173,179.3,-6.3,90.6,93.9,-3.3,93.2,-0.44,3.06,93.54827586206896,93.54827586206896,29,Rookie
209,209,9/14/2023,Mike Muchlinski,TOR,TEX,2,9,201,14,10.6,187,190.4,-3.4,93,94.7,-1.7,90.5,-0.52,2.24,93.54827586206896,93.54827586206896,29,Rookie
210,210,9/10/2023,Mike Muchlinski,PHI,MIA,4,5,175,9,9.9,166,165.1,0.9,94.9,94.4,0.5,96.6,-0.59,0.75,93.54827586206896,93.54827586206896,29,Rookie
211,211,9/6/2023,Mike Muchlinski,NYY,DET,4,3,157,5,7.7,152,149.3,2.7,96.8,95.1,1.7,96.8,-0.07,0.39,93.54827586206896,93.54827586206896,29,Rookie
212,212,8/19/2023,Mike Muchlinski,WSH,PHI,3,12,147,8,9.7,139,137.3,1.7,94.6,93.4,1.2,92.5,0.01,1.29,93.54827586206896,93.54827586206896,29,Rookie
213,213,8/13/2023,Mike Muchlinski,BOS,DET,6,3,135,4,8.2,131,126.8,4.2,97,94,3.1,96.3,0.04,0.32,93.54827586206896,93.54827586206896,29,Rookie
214,214,8/9/2023,Mike Muchlinski,PIT,ATL,5,6,189,12,14.3,177,174.7,2.3,93.7,92.4,1.2,90.5,-0.62,1.4,93.54827586206896,93.54827586206896,29,Rookie
215,215,8/5/2023,Mike Muchlinski,TEX,MIA,9,8,181,14,13.6,167,167.4,-0.4,92.3,92.5,-0.2,91.7,0.71,1.49,93.54827586206896,93.54827586206896,29,Rookie
216,216,8/1/2023,Mike Muchlinski,TOR,BAL,3,13,159,6,8.8,153,150.2,2.8,96.2,94.5,1.7,96.2,-0.43,0.59,93.54827586206896,93.54827586206896,29,Rookie
217,217,7/28/2023,Mike Muchlinski,KC,MIN,8,5,174,14,9.8,160,164.2,-4.2,92,94.4,-2.4,93.7,0.47,1.31,93.54827586206896,93.54827586206896,29,Rookie
218,218,7/22/2023,Mike Muchlinski,LAA,PIT,0,3,158,5,6.4,153,151.6,1.4,96.8,95.9,0.9,95.6,0.42,0.66,93.54827586206896,93.54827586206896,29,Rookie
219,219,7/18/2023,Mike Muchlinski,SEA,MIN,3,10,158,11,10.5,147,147.5,-0.5,93,93.3,-0.3,92.4,1.33,2.57,93.54827586206896,93.54827586206896,29,Rookie
220,220,7/7/2023,Mike Muchlinski,MIN,BAL,1,3,144,13,10.6,131,133.4,-2.4,91,92.6,-1.7,95.8,-0.68,1.62,93.54827586206896,93.54827586206896,29,Rookie
221,221,7/2/2023,Mike Muchlinski,PIT,MIL,3,6,149,4,9.6,145,139.4,5.6,97.3,93.6,3.7,96,0.45,0.65,93.54827586206896,93.54827586206896,29,Rookie
222,222,6/29/2023,Mike Muchlinski,CHC,PHI,1,3,120,9,9.3,111,110.7,0.3,92.5,92.3,0.2,90.8,0.23,0.79,93.54827586206896,93.54827586206896,29,Rookie
223,223,6/24/2023,Mike Muchlinski,SF,AZ,7,6,124,12,8.7,112,115.3,-3.3,90.3,93,-2.7,91.9,-2.76,3.28,93.54827586206896,93.54827586206896,29,Rookie
224,224,6/18/2023,Mike Muchlinski,SD,TB,5,4,141,7,9.5,134,131.5,2.5,95,93.3,1.7,96.5,-0.1,0.72,93.54827586206896,93.54827586206896,29,Rookie
225,225,6/13/2023,Mike Muchlinski,SEA,MIA,9,3,167,9,10,158,157,1,94.6,94,0.6,91.6,0.07,1.17,93.54827586206896,93.54827586206896,29,Rookie
226,226,6/2/2023,Mike Muchlinski,KC,COL,2,7,148,12,10.5,136,137.5,-1.5,91.9,92.9,-1,91.2,0.61,1.89,93.54827586206896,93.54827586206896,29,Rookie
227,227,5/28/2023,Mike Muchlinski,DET,CWS,6,5,184,8,9.5,176,174.5,1.5,95.7,94.8,0.8,94,-1.59,2.05,93.54827586206896,93.54827586206896,29,Rookie
228,228,5/24/2023,Mike Muchlinski,ATL,LAD,4,3,129,6,7.5,123,121.5,1.5,95.3,94.2,1.2,96.1,0.74,1.06,93.54827586206896,93.54827586206896,29,Rookie
229,229,5/14/2023,Mike Muchlinski,NYY,TB,7,8,154,12,11.4,142,142.6,-0.6,92.2,92.6,-0.4,92.9,-0.9,2.3,93.54827586206896,93.54827586206896,29,Rookie
230,230,5/10/2023,Mike Muchlinski,PIT,COL,3,4,190,6,9,184,181,3,96.8,95.3,1.6,94.7,0.31,1.53,93.54827586206896,93.54827586206896,29,Rookie
231,231,4/27/2023,Mike Muchlinski,LAA,OAK,8,7,142,9,8.9,133,133.1,-0.1,93.7,93.8,-0.1,92.3,-0.14,1.46,93.54827586206896,93.54827586206896,29,Rookie
232,232,4/23/2023,Mike Muchlinski,AZ,SD,5,7,189,12,14.4,177,174.6,2.4,93.7,92.4,1.3,93.7,0.17,2.27,93.54827586206896,93.54827586206896,29,Rookie
233,233,4/19/2023,Mike Muchlinski,SEA,MIL,3,5,124,3,6.4,121,117.6,3.4,97.6,94.8,2.8,92.7,0.14,0.56,93.54827586206896,93.54827586206896,29,Rookie
234,234,4/10/2023,Mike Muchlinski,MIN,CWS,3,4,160,10,10.4,150,149.6,0.4,93.8,93.5,0.2,92.5,0.54,1.32,93.54827586206896,93.54827586206896,29,Rookie
235,235,4/5/2023,Mike Muchlinski,MIL,NYM,7,6,182,12,9.3,170,172.7,-2.7,93.4,94.9,-1.5,94,0.1,1.46,93.54827586206896,93.54827586206896,29,Rookie
236,236,9/30/2023,Dan Bellino,STL,CIN,15,6,206,10,12.1,196,193.9,2.1,95.1,94.1,1,93.2,-1.1,2,94.20344827586209,94.20344827586207,29,Rookie
237,237,9/26/2023,Dan Bellino,ATL,CHC,7,6,146,8,6.8,138,139.2,-1.2,94.5,95.4,-0.8,95.2,-0.25,0.57,94.20344827586209,94.20344827586207,29,Rookie
238,238,9/20/2023,Dan Bellino,LAD,DET,2,4,150,10,10.6,140,139.4,0.6,93.3,92.9,0.4,91.3,0.05,0.91,94.20344827586209,94.20344827586207,29,Rookie
239,239,9/9/2023,Dan Bellino,SF,COL,9,1,171,10,11.8,161,159.2,1.8,94.2,93.1,1.1,94.2,-0.12,1.24,94.20344827586209,94.20344827586207,29,Rookie
240,240,9/4/2023,Dan Bellino,OAK,TOR,5,6,153,5,8.9,148,144.1,3.9,96.7,94.2,2.6,94.8,-0.04,0.36,94.20344827586209,94.20344827586207,29,Rookie
241,241,8/31/2023,Dan Bellino,LAD,ATL,7,8,149,8,8.7,141,140.3,0.7,94.6,94.2,0.5,94.6,0.52,1.92,94.20344827586209,94.20344827586207,29,Rookie
242,242,8/27/2023,Dan Bellino,BAL,COL,3,4,110,10,8.9,100,101.1,-1.1,90.9,91.9,-1,93.6,-0.52,0.92,94.20344827586209,94.20344827586207,29,Rookie
243,243,8/22/2023,Dan Bellino,CWS,SEA,3,6,139,5,6.2,134,132.8,1.2,96.4,95.5,0.9,96.4,0.75,0.75,94.20344827586209,94.20344827586207,29,Rookie
244,244,8/18/2023,Dan Bellino,CIN,TOR,1,0,142,6,6,136,136,0,95.8,95.8,0,94.4,0.5,1.14,94.20344827586209,94.20344827586207,29,Rookie
245,245,8/2/2023,Dan Bellino,MIA,PHI,9,8,215,8,10.5,207,204.5,2.5,96.3,95.1,1.2,94.4,-0.17,0.85,94.20344827586209,94.20344827586207,29,Rookie
246,246,7/29/2023,Dan Bellino,BAL,NYY,3,8,180,8,15.5,172,164.5,7.5,95.6,91.4,4.2,95,0.97,1.13,94.20344827586209,94.20344827586207,29,Rookie
247,247,7/24/2023,Dan Bellino,HOU,TEX,10,9,183,12,10.3,171,172.7,-1.7,93.4,94.4,-0.9,94.5,-0.75,2.01,94.20344827586209,94.20344827586207,29,Rookie
248,248,7/14/2023,Dan Bellino,PHI,SD,3,8,184,8,9.9,176,174.1,1.9,95.7,94.6,1,95.7,-0.41,0.85,94.20344827586209,94.20344827586207,29,Rookie
249,249,7/7/2023,Dan Bellino,SF,COL,2,5,124,8,10.1,116,113.9,2.1,93.5,91.9,1.7,93.5,-0.35,1.03,94.20344827586209,94.20344827586207,29,Rookie
250,250,6/28/2023,Dan Bellino,BOS,MIA,2,6,156,9,14,147,142,5,94.2,91,3.2,91.7,0.41,1.39,94.20344827586209,94.20344827586207,29,Rookie
251,251,6/24/2023,Dan Bellino,TOR,OAK,7,3,154,8,9,146,145,1,94.8,94.2,0.6,95.5,0.03,1.03,94.20344827586209,94.20344827586207,29,Rookie
252,252,6/20/2023,Dan Bellino,NYY,SEA,3,1,116,9,9.4,107,106.6,0.4,92.2,91.9,0.4,93.1,-0.29,0.61,94.20344827586209,94.20344827586207,29,Rookie
253,253,6/9/2023,Dan Bellino,LAA,SEA,5,4,181,7,8.5,174,172.5,1.5,96.1,95.3,0.8,93.4,-0.27,0.65,94.20344827586209,94.20344827586207,29,Rookie
254,254,5/30/2023,Dan Bellino,OAK,ATL,2,1,130,7,7.5,123,122.5,0.5,94.6,94.2,0.4,96.9,-0.45,0.45,94.20344827586209,94.20344827586207,29,Rookie
255,255,5/27/2023,Dan Bellino,AZ,BOS,1,2,158,13,9.9,145,148.1,-3.1,91.8,93.7,-2,93.7,-0.09,1.07,94.20344827586209,94.20344827586207,29,Rookie
256,256,5/22/2023,Dan Bellino,MIL,HOU,2,12,183,10,8.3,173,174.7,-1.7,94.5,95.5,-0.9,93.4,-0.13,1.33,94.20344827586209,94.20344827586207,29,Rookie
257,257,5/17/2023,Dan Bellino,LAD,MIN,7,3,150,15,11.7,135,138.3,-3.3,90,92.2,-2.2,94,-0.27,1.71,94.20344827586209,94.20344827586207,29,Rookie
258,258,5/14/2023,Dan Bellino,OAK,TEX,3,11,139,10,8.5,129,130.5,-1.5,92.8,93.9,-1.1,91.4,0.02,0.88,94.20344827586209,94.20344827586207,29,Rookie
259,259,5/10/2023,Dan Bellino,AZ,MIA,4,5,172,6,10.2,166,161.8,4.2,96.5,94.1,2.4,95.9,-0.82,1.06,94.20344827586209,94.20344827586207,29,Rookie
260,260,5/6/2023,Dan Bellino,SEA,HOU,7,5,153,9,11,144,142,2,94.1,92.8,1.3,96.7,-1.36,1.8,94.20344827586209,94.20344827586207,29,Rookie
261,261,5/2/2023,Dan Bellino,CWS,MIN,3,2,155,7,8.5,148,146.5,1.5,95.5,94.5,1,92.9,-0.2,0.66,94.20344827586209,94.20344827586207,29,Rookie
262,262,4/19/2023,Dan Bellino,LAD,NYM,3,5,159,9,7.5,150,151.5,-1.5,94.3,95.3,-1,93.1,-0.64,0.8,94.20344827586209,94.20344827586207,29,Rookie
263,263,4/11/2023,Dan Bellino,COL,STL,6,9,155,10,12,145,143,2,93.5,92.2,1.3,94.2,-0.08,1.2,94.20344827586209,94.20344827586207,29,Rookie
264,264,3/30/2023,Dan Bellino,WSH,ATL,2,7,165,8,9.3,157,155.7,1.3,95.2,94.3,0.8,95.2,-0.67,1.17,94.20344827586209,94.20344827586207,29,Rookie
265,265,9/30/2023,Tripp Gibson,SEA,TEX,1,6,196,13,12.6,183,183.4,-0.4,93.4,93.6,-0.2,92.9,0.74,1.72,94.01851851851852,94.01851851851852,27,Rookie
266,266,9/26/2023,Tripp Gibson,SF,SD,0,4,162,8,15.3,154,146.7,7.3,95.1,90.6,4.5,95.1,0.38,1.06,94.01851851851852,94.01851851851852,27,Rookie
267,267,9/17/2023,Tripp Gibson,TOR,BOS,3,2,151,4,5.7,147,145.3,1.7,97.4,96.2,1.1,94.7,-0.17,0.55,94.01851851851852,94.01851851851852,27,Rookie
268,268,9/13/2023,Tripp Gibson,NYM,AZ,7,1,148,8,8.2,140,139.8,0.2,94.6,94.4,0.2,93.9,-0.29,0.81,94.01851851851852,94.01851851851852,27,Rookie
269,269,9/10/2023,Tripp Gibson,CIN,STL,7,1,169,12,9.4,157,159.6,-2.6,92.9,94.4,-1.5,94.7,-0.01,1.17,94.01851851851852,94.01851851851852,27,Rookie
270,270,9/5/2023,Tripp Gibson,WSH,NYM,5,11,150,9,11,141,139,2,94,92.7,1.3,94,-1.12,1.36,94.01851851851852,94.01851851851852,27,Rookie
271,271,8/23/2023,Tripp Gibson,PIT,STL,4,6,196,7,12.2,189,183.8,5.2,96.4,93.8,2.6,91.8,-0.25,1.99,94.01851851851852,94.01851851851852,27,Rookie
272,272,8/19/2023,Tripp Gibson,TEX,MIL,1,6,177,8,9.1,169,167.9,1.1,95.5,94.9,0.6,95.5,0.23,0.83,94.01851851851852,94.01851851851852,27,Rookie
273,273,8/13/2023,Tripp Gibson,NYM,ATL,7,6,152,3,9.6,149,142.4,6.6,98,93.7,4.3,94.7,0.26,0.26,94.01851851851852,94.01851851851852,27,Rookie
274,274,8/10/2023,Tripp Gibson,PHI,WSH,6,2,163,7,8.8,156,154.2,1.8,95.7,94.6,1.1,95.1,-0.07,1.01,94.01851851851852,94.01851851851852,27,Rookie
275,275,8/2/2023,Tripp Gibson,CHC,CIN,16,6,169,8,11.1,161,157.9,3.1,95.3,93.4,1.9,91.7,0.44,0.72,94.01851851851852,94.01851851851852,27,Rookie
276,276,7/29/2023,Tripp Gibson,HOU,TB,17,4,170,8,9.4,162,160.6,1.4,95.3,94.5,0.8,95.3,0.26,0.82,94.01851851851852,94.01851851851852,27,Rookie
277,277,7/6/2023,Tripp Gibson,AZ,NYM,0,9,144,6,7.7,138,136.3,1.7,95.8,94.7,1.2,95.8,-0.3,0.68,94.01851851851852,94.01851851851852,27,Rookie
278,278,6/30/2023,Tripp Gibson,OAK,CWS,7,4,152,11,9.7,141,142.3,-1.3,92.8,93.6,-0.9,94.1,-0.25,1.19,94.01851851851852,94.01851851851852,27,Rookie
279,279,6/18/2023,Tripp Gibson,OAK,PHI,2,3,151,14,14,137,137,0,90.7,90.7,0,94,-0.46,1.64,94.01851851851852,94.01851851851852,27,Rookie
280,280,6/13/2023,Tripp Gibson,STL,SF,3,11,198,11,12,187,186,1,94.4,94,0.5,94.4,-0.18,2.6,94.01851851851852,94.01851851851852,27,Rookie
281,281,6/1/2023,Tripp Gibson,NYM,PHI,4,2,141,8,8.4,133,132.6,0.4,94.3,94,0.3,95.7,1.14,1.4,94.01851851851852,94.01851851851852,27,Rookie
282,282,5/25/2023,Tripp Gibson,TB,TOR,6,3,172,8,13.6,164,158.4,5.6,95.3,92.1,3.3,91.3,0.85,1.39,94.01851851851852,94.01851851851852,27,Rookie
283,283,5/21/2023,Tripp Gibson,HOU,OAK,2,0,144,5,7.3,139,136.7,2.3,96.5,94.9,1.6,92.4,-1.06,1.28,94.01851851851852,94.01851851851852,27,Rookie
284,284,5/17/2023,Tripp Gibson,MIA,WSH,4,3,127,6,6,121,121,0,95.3,95.3,0,93.7,0.16,0.64,94.01851851851852,94.01851851851852,27,Rookie
285,285,5/13/2023,Tripp Gibson,MIL,KC,4,3,166,10,11.8,156,154.2,1.8,94,92.9,1.1,91.6,-1.34,1.78,94.01851851851852,94.01851851851852,27,Rookie
286,286,5/9/2023,Tripp Gibson,MIN,SD,1,6,155,7,11.2,148,143.8,4.2,95.5,92.8,2.7,96.1,-0.1,0.64,94.01851851851852,94.01851851851852,27,Rookie
287,287,4/28/2023,Tripp Gibson,TOR,SEA,3,2,144,8,9.3,136,134.7,1.3,94.4,93.5,0.9,93.1,-0.39,1.01,94.01851851851852,94.01851851851852,27,Rookie
288,288,4/23/2023,Tripp Gibson,TEX,OAK,5,2,145,2,4.7,143,140.3,2.7,98.6,96.8,1.8,96.6,0.66,0.66,94.01851851851852,94.01851851851852,27,Rookie
